feature	metadata	value	coef	stderr	pval	name	qval	N	N.not.zero
unknown.Eubacterium	Case	2a	-0.472416175650694	0.423062883769095	0.264140964452622	Case2a	0.638255929177218	69	53
Klebsiella.sp.._C.quasipneumoniae_pneumoniae_varicola_	Case	2a	-1.49894967858862	1.35158179481908	0.267415669843051	Case2a	0.639885132546977	69	8
Prevotella.copri	Case	2a	-1.11315915080075	1.00590764733943	0.268457555608789	Case2a	0.639885132546977	69	24
Azospirillum.sp..51_20	Case	3a	1.18681461041176	1.07611215299428	0.270082493701174	Case3a	0.640832098690967	69	6
Lactobacillus.mucosae	Case	2a	-1.97627481244744	1.80052800658762	0.272375487395653	Case2a	0.642754749787095	69	7
X_Clostridium_.methylpentosum	Case	3a	0.916286365389732	0.836658659922411	0.273440647429059	Case3a	0.642754749787095	69	10
unknown.Clostridiales	Case	3a	0.0990364453141745	0.0906461860444086	0.274586799238548	Case3a	0.642754749787095	69	69
Bifidobacterium.bifidum	Case	3a	-1.1002149736842	1.01275314347542	0.277319546491926	Case3a	0.643381347861268	69	21
Coprococcus.comes	Case	3a	-0.338508991772923	0.311370385062015	0.276966723868553	Case3a	0.643381347861268	69	53
Dorea.formicigenerans._C_	Case	2a	-0.347966555526083	0.321845626357637	0.27962603310371	Case2a	0.64551235891731	69	56
X_Clostridium_.sp.._C.boltae_clostridioforme_	Case	3a	0.559100653744714	0.518298720933083	0.280711313169022	Case3a	0.64551235891731	69	35
Clostridium.sp..L2.50	Case	2a	-1.71140384974299	1.61403760513146	0.288996931245663	Case2a	0.658761563800157	69	11
X_Clostridium_.citroniae	Case	3a	0.406219575745644	0.382472577337902	0.288195688577433	Case3a	0.658761563800157	69	30
Eubacterium.sp..CAG.274	Case	3a	-0.571451531468201	0.54330889969104	0.292891968771287	Case3a	0.659982309179796	69	25
Eubacterium.sp..CAG.38	Case	3a	-0.658745757120543	0.626866826766199	0.293325470746576	Case3a	0.659982309179796	69	41
Propionibacterium.freudenreichii	Case	3a	-0.980829281247445	0.928868790753587	0.290995839194099	Case3a	0.659982309179796	69	9
Gemella.sanguinis	Case	3a	-0.847297860374236	0.820238955831811	0.301609022684874	Case3a	0.675707767560104	69	12
Intestinibacter.bartlettii	Case	3a	-0.451580257766824	0.441352673127206	0.306225928832719	Case3a	0.680212488726295	69	46
Senegalimassilia.anaerobia	Case	2a	-0.437977312378969	0.427229998898797	0.305289678834224	Case2a	0.680212488726295	69	34
Bacteroides.sp.._C.cellulosilyticus_timonensis_	Case	3a	0.720352202023695	0.706354831719756	0.307815570333821	Case3a	0.680846303873959	69	17
Eubacterium.sp..CAG.156	Case	2a	-0.907018795652712	0.895768737459217	0.311270799268027	Case2a	0.683486721419628	69	15
X_Clostridium_.saccharolyticum._C_	Case	3a	-0.889609494429391	0.879224270442869	0.311628045398221	Case3a	0.683486721419628	69	9
Actinomyces.sp..HPA0247	Case	2a	0.405465008205558	0.40824831815073	0.320621116935924	Case2a	0.684788637314137	69	23
Bilophila.wadsworthia._C_	Case	3a	-0.295204737186576	0.295482831730035	0.317766185123116	Case3a	0.684788637314137	69	50
Lactobacillus.mucosae	Case	3a	-1.74010724239557	1.75489126282626	0.321404628624451	Case3a	0.684788637314137	69	7
Streptococcus.australis	Case	2a	0.916286867641568	0.923689575777025	0.32120449208964	Case2a	0.684788637314137	69	9
Streptococcus.salivarius._C_	Case	3a	-0.348487585263631	0.346489615746613	0.314527992868732	Case3a	0.684788637314137	69	58
unknown.Clostridia	Case	2a	-1.13944195634454	1.14632689365877	0.32022583014698	Case2a	0.684788637314137	69	11
unknown.Streptococcus	Case	2a	0.463992194587323	0.461892871250093	0.315115971248081	Case2a	0.684788637314137	69	24
Adlercreutzia.equolifaciens	Case	3a	-0.306610257363805	0.313803081919038	0.328530270680632	Case3a	0.689201173097982	69	32
Lactobacillus.delbrueckii	Case	2a	0.693109593116394	0.707104850626998	0.326983622696296	Case2a	0.689201173097982	69	6
Roseburia.sp..CAG.182	Case	3a	-0.710979635465376	0.729873795043593	0.330000378732158	Case3a	0.689201173097982	69	10
unknown.Burkholderiales	Case	2a	-0.57934431971297	0.594834763001153	0.330077190181026	Case2a	0.689201173097982	69	20
unknown.Pseudoflavonifractor	Case	3a	0.634194999062793	0.647424125302749	0.327300136781905	Case3a	0.689201173097982	69	19
unassigned	Case	2a	0.154682421092645	0.16036253955988	0.334755462416184	Case2a	0.696184666857562	69	69
Actinomyces.naeslundii	Case	2a	-1.0986848036477	1.1563467449836	0.342043973410649	Case2a	0.69654019141259	69	6
Clostridium.sp..KLE.1755	Case	3a	0.645537514152012	0.675905772611351	0.339542158289105	Case3a	0.69654019141259	69	16
Haemophilus.parainfluenzae	Case	2a	0.728787323305359	0.765839076089045	0.341290038316669	Case2a	0.69654019141259	69	24
Oscillibacter.sp..CAG.155	Case	2a	-0.693149140776671	0.723756528281595	0.338208820397078	Case2a	0.69654019141259	69	9
Streptococcus.sp..F0442	Case	2a	-0.81093021581757	0.857430488031596	0.344266991157947	Case2a	0.69654019141259	69	9
X_Ruminococcus_.torques._C_	Case	2a	0.461038874640697	0.482066638384128	0.338880303172336	Case2a	0.69654019141259	69	50
unknown.Lachnospiraceae	Case	2a	-0.287082984561697	0.302828570749453	0.343126933420045	Case2a	0.69654019141259	69	65
Bacteroides.xylanisolvens._C_	Case	2a	0.259888646031165	0.277761850575588	0.349451993226973	Case2a	0.698903986453946	69	57
uncultured.Clostridium.sp.	Case	2a	-0.395095483601453	0.421429762011007	0.34849522406018	Case2a	0.698903986453946	69	34
unknown.Akkermansia	Case	2a	-1.27808447219324	1.36499669731833	0.34910439462946	Case2a	0.698903986453946	69	12
Alistipes.shahii	Case	3a	0.308477988616439	0.331586761837613	0.352211369378772	Case3a	0.69906591184684	69	35
Lachnospiraceae.bacterium.3_1_57FAA_CT1	Case	3a	0.64051432205534	0.688335317528988	0.352098498734426	Case3a	0.69906591184684	69	16
Flavonifractor.plautii._C_	Case	2a	0.306968581679411	0.331110665628516	0.353881070445436	Case2a	0.699719389289839	69	59
Clostridium.sp..CAG.433	Case	2a	1.48444751321175	1.61588231265382	0.358273092344175	Case2a	0.705730393221356	69	6
Blautia.hydrogenotrophica	Case	3a	-0.656356059503524	0.725207507250458	0.365433782018979	Case3a	0.717129451931982	69	13
Streptococcus.mitis	Case	2a	-0.606135804139753	0.671892601855659	0.366986761800649	Case2a	0.717479736554079	69	20
Bacteroides.caccae	Case	2a	0.357396585032201	0.401695176367878	0.373615780554101	Case2a	0.721336502277993	69	37
X_Clostridium_.clostridioforme	Case	3a	0.326690013067458	0.367852730471583	0.374486958079188	Case3a	0.721336502277993	69	23
X_Eubacterium_.siraeum	Case	3a	0.724150364483798	0.814255754166189	0.373820279981047	Case3a	0.721336502277993	69	27
unknown.Azospirillum	Case	2a	0.797492173981669	0.896574509815205	0.373740925654354	Case2a	0.721336502277993	69	16
unknown.Oscillibacter	Case	2a	0.293563538421403	0.336548179532182	0.38305679240131	Case2a	0.735131050123103	69	53
Blautia.wexlerae	Case	3a	0.244602145490655	0.283739970288431	0.388652044875357	Case3a	0.743136877014419	69	66
Clostridiales.bacterium.VE202.14	Case	2a	-0.882540947238566	1.03129234556487	0.392129359306588	Case2a	0.746902402751068	69	15
Veillonella.atypica._C_	Case	3a	-0.532989912828441	0.624608890808775	0.393483066583417	Case3a	0.746902402751068	69	25
Adlercreutzia.equolifaciens	Case	2a	-0.267120431150622	0.316825269914783	0.39916361199442	Case2a	0.751135581925785	69	32
Bacteroides.sp..CAG.144	Case	3a	-1.16162537626102	1.38031151499571	0.400030060872353	Case3a	0.751135581925785	69	11
Klebsiella.sp.._C.quasipneumoniae_pneumoniae_varicola_	Case	3a	0.888896467406854	1.05152247791129	0.397919730220475	Case3a	0.751135581925785	69	8
Alistipes.finegoldii._C_	Case	3a	-0.294572628400559	0.351272070299746	0.401700410216451	Case3a	0.75156850943723	69	35
Bacteroides.plebeius	Case	3a	0.336059796944288	0.404442449697898	0.406018158618313	Case3a	0.754240138073877	69	8
Streptococcus.sp.._C.infantis_mitis_	Case	2a	0.693146565155912	0.834089191995592	0.405961135784394	Case2a	0.754240138073877	69	9
unknown.Azospirillum	Case	3a	0.682757845892771	0.824832212319365	0.407810048384929	Case3a	0.754882429989124	69	16
Dorea.formicigenerans._C_	Case	3a	-0.264816204641824	0.321128335286363	0.409574352816611	Case3a	0.755469300955022	69	56
Acidaminococcus.intestini._C_	Case	3a	-0.502428845211746	0.614435513734207	0.413523931875109	Case3a	0.760068635347912	69	6
Faecalibacterium.prausnitzii	Case	2a	-0.301775368862615	0.372010442789618	0.417250057504079	Case2a	0.763759109160254	69	62
Holdemania.massiliensis	Case	2a	0.693140586385366	0.866022697637506	0.423495119593813	Case2a	0.763759109160254	69	7
Prevotella.sp..CAG.279	Case	2a	-0.338729374828574	0.42396013406434	0.424310616200141	Case2a	0.763759109160254	69	26
X_Clostridium_.methylpentosum	Case	2a	0.693144517963796	0.866024272907299	0.423493333339356	Case2a	0.763759109160254	69	10
unknown.Firmicutes	Case	2a	-0.305866216247043	0.381701065901531	0.422944113443129	Case2a	0.763759109160254	69	60
unknown.Lactobacillales	Case	3a	-0.341233473227093	0.421958207285036	0.418693358129323	Case3a	0.763759109160254	69	26
Clostridium.sp..L2.50	Case	3a	-1.25114972534963	1.58896840980805	0.43104922012356	Case3a	0.771992122960851	69	11
X_Clostridium_.scindens	Case	3a	0.383365861887975	0.487716188605188	0.431842336981932	Case3a	0.771992122960851	69	23
Anaerostipes.caccae._C_	Case	3a	0.692028891590851	0.890231516907187	0.436947385778389	Case3a	0.776477247298223	69	9
Holdemania.filiformis	Case	3a	0.200670689782908	0.259499642066067	0.439345730024955	Case3a	0.776477247298223	69	39
Prevotella.sp..CAG.873	Case	3a	0.819471033042856	1.0583022719334	0.438737994033647	Case3a	0.776477247298223	69	8
Streptococcus.sanguinis._C_	Case	2a	-0.69314716468048	0.900187799141073	0.44129820617824	Case2a	0.776477247298223	69	8
Tyzzerella.nexilis	Case	2a	-1.58011402238064	2.05429423727795	0.441788778635196	Case2a	0.776477247298223	69	9
unknown.Acinetobacter	Case	2a	0.922869408286559	1.21720756982431	0.448339803549009	Case2a	0.785346904203297	69	15
Streptococcus.parasanguinis	Case	2a	0.333181554193113	0.442170200902882	0.451140942129155	Case2a	0.787610607998056	69	46
Blautia.hansenii._C_	Case	3a	-0.906469007079776	1.22767198424767	0.46029318079111	Case3a	0.788260616795517	69	7
Erysipelotrichaceae.sp.._C.Coprobacillus_Erysipelatoclostridium.ramosum_	Case	3a	0.383400808735845	0.515414242667666	0.456955577072919	Case3a	0.788260616795517	69	31
Lactococcus.raffinolactis	Case	2a	-0.693144245550181	0.939034371691968	0.460425875415352	Case2a	0.788260616795517	69	6
Streptococcus.sp.._C.I.G2_I.P16_	Case	3a	-0.916298917855931	1.22785990015127	0.455512244261066	Case3a	0.788260616795517	69	7
unknown.Anaeromassilibacillus	Case	3a	-0.227066105120497	0.307718325260499	0.460573732035695	Case3a	0.788260616795517	69	39
unknown.Ruminococcus	Case	3a	0.514364905978601	0.694183985582919	0.458715649921241	Case3a	0.788260616795517	69	41
Streptococcus.australis	Case	3a	0.693144227674393	0.950369536604267	0.465792609693444	Case3a	0.794587393006464	69	9
Parabacteroides.merdae	Case	2a	-0.272829002405535	0.376106228483947	0.468204154910266	Case2a	0.796099572844166	69	38
Actinomyces.sp.._C.oral.taxon.181_ph3_	Case	3a	-0.510825811846806	0.730313246463319	0.484263825271214	Case3a	0.814315689227488	69	6
Roseburia.sp..CAG.309	Case	2a	-0.91851068619223	1.30865138371752	0.48275664618419	Case2a	0.814315689227488	69	10
X_Clostridium_.symbiosum._C_	Case	3a	0.411611157384683	0.58461817443282	0.481390205023921	Case3a	0.814315689227488	69	16
X_Ruminococcus_.gnavus	Case	2a	-0.420067513639503	0.601788677098789	0.485157431704499	Case2a	0.814315689227488	69	38
Bacteroides.xylanisolvens._C_	Case	3a	-0.195586510876589	0.283897801097231	0.490865548766598	Case3a	0.81619165239996	69	57
Lactobacillus.acidophilus	Case	3a	-0.84729764521971	1.23015437434147	0.490965859872773	Case3a	0.81619165239996	69	7
unknown.Eubacterium	Case	3a	-0.291706222750173	0.422117926860101	0.48953169445135	Case3a	0.81619165239996	69	53
Bacteroidales.gen.._C.Bacteroides.sp._Porphyromonas.sp._Parabacteroides.distasonis_	Case	3a	0.139315984319807	0.209104034252416	0.505250030529635	Case3a	0.822627427571135	69	59
Clostridium.sp..CAG.138	Case	2a	-0.826773112363278	1.22890374295072	0.501091792726989	Case2a	0.822627427571135	69	20
Haemophilus.parainfluenzae	Case	3a	-0.545825176926653	0.814479504934728	0.502760814721079	Case3a	0.822627427571135	69	24
Roseburia.sp..CAG.309	Case	3a	0.674153950431923	0.999528915004048	0.500011482147012	Case3a	0.822627427571135	69	10
Streptococcus.sp..HSISM1	Case	3a	-0.223143495503013	0.335410671164904	0.505868590517882	Case3a	0.822627427571135	69	16
Streptococcus.sp.._C.infantis_mitis_	Case	3a	-0.69314819898008	1.03474886160025	0.502940062237036	Case3a	0.822627427571135	69	9
X_Eubacterium_.rectale	Case	3a	-0.325034093766224	0.481127763335398	0.499315527925317	Case3a	0.822627427571135	69	50
unknown.Pasteurellaceae	Case	2a	-0.6931476737925	1.04636213793373	0.507692007062426	Case2a	0.823028657411758	69	10
Rothia.mucilaginosa	Case	3a	0.416908671322196	0.646324348661205	0.518897641519789	Case3a	0.838589996511858	69	24
Barnesiella.intestinihominis	Case	2a	0.272313949779946	0.438385897970483	0.534485102394419	Case2a	0.861114887191008	69	42
Bifidobacterium.animalis	Case	2a	0.810930146501577	1.34706876693002	0.547176732253241	Case2a	0.866143219215568	69	9
Bifidobacterium.pseudocatenulatum	Case	2a	0.450193717580731	0.736583317228563	0.541072580726733	Case2a	0.866143219215568	69	22
Dielma.fastidiosa._C_	Case	3a	0.66170615754791	1.0987471461833	0.547016406603648	Case3a	0.866143219215568	69	8
Dorea.longicatena	Case	3a	-0.157234109547892	0.261439107460775	0.547561805251221	Case3a	0.866143219215568	69	62
Eubacterium.sp..CAG.38	Case	2a	-0.381992746718026	0.625934580066148	0.541679103628222	Case2a	0.866143219215568	69	41
X_Eubacterium_.eligens	Case	3a	0.223645294287799	0.370091573296244	0.545646080509605	Case3a	0.866143219215568	69	60
Alistipes.onderdonkii._C_	Case	3a	-0.20748889427026	0.360652929673515	0.565078552335725	Case3a	0.870234652570842	69	37
Bacteroides.massiliensis	Case	3a	-0.31926234279497	0.559832655991081	0.568486621698577	Case3a	0.870234652570842	69	20
Clostridium.sp..CAG.448	Case	2a	0.223106744096955	0.387464334379245	0.564742033402263	Case2a	0.870234652570842	69	7
Clostridium.sp..CAG.448	Case	3a	0.223200246439611	0.388637728142487	0.565755061597138	Case3a	0.870234652570842	69	7
Eubacterium.sp..3_1_31._C_	Case	3a	-0.486307376666938	0.834328063636555	0.559978737114009	Case3a	0.870234652570842	69	7
Porphyromonadaceae.sp.._C.Coprobacter.fastidiosus_Tannerella.sp._	Case	3a	0.26945527227043	0.46329027654993	0.560827930260104	Case3a	0.870234652570842	69	38
Roseburia.intestinalis	Case	3a	0.343242987257372	0.588856358171597	0.559962202836059	Case3a	0.870234652570842	69	46
Ruminococcaceae.bacterium.D16	Case	2a	0.258113249203035	0.45170560874647	0.567715529769007	Case2a	0.870234652570842	69	24
unknown.Alistipes	Case	2a	-0.333343884868251	0.566263516856781	0.556080841109797	Case2a	0.870234652570842	69	30
unknown.Atopobiaceae	Case	3a	0.219043624015681	0.374927629146604	0.559066198892678	Case3a	0.870234652570842	69	17
unknown.Sutterella	Case	2a	-0.182190419740437	0.311893604727742	0.55912420649192	Case2a	0.870234652570842	69	20
Coprococcus.sp.._C.HPP0074_HPP0048_	Case	2a	-0.275369317367659	0.494200826028609	0.57738993667118	Case2a	0.881279377024432	69	13
Actinomyces.odontolyticus._C_	Case	2a	0.15415067167381	0.278230297900061	0.579551575760885	Case2a	0.881999774190035	69	42
Alistipes.putredinis	Case	3a	0.138082345576328	0.254309561871408	0.587150775500756	Case3a	0.886574977349247	69	37
Streptococcus.oralis._C_	Case	3a	-0.471859231638757	0.864675554125568	0.585267574868017	Case3a	0.886574977349247	69	13
unassigned	Case	3a	0.0864899314728469	0.15950487401613	0.587653145905822	Case3a	0.886574977349247	69	69
Eubacterium.ramulus	Case	2a	0.162204278550066	0.302774088135079	0.592147184232189	Case2a	0.890780490401161	69	46
Lactococcus.lactis	Case	3a	-0.273754253819451	0.517555332719655	0.596849034856864	Case3a	0.895273552285295	69	46
Bifidobacterium.sp.._C.catenulatum_kashiwanohense_	Case	3a	-0.379258029322372	0.738418403200622	0.607525677939073	Case3a	0.900341290112355	69	19
Eggerthella.lenta._C.Clostridioides.difficile_	Case	3a	-0.144442440976891	0.278298039252112	0.603746311664515	Case3a	0.900341290112355	69	52
Holdemanella.biformis	Case	2a	-0.231993710505851	0.457427730879872	0.612035407314236	Case2a	0.900341290112355	69	29
Roseburia.hominis	Case	3a	0.223108731616456	0.442381854414998	0.614025860689652	Case3a	0.900341290112355	69	54
Senegalimassilia.anaerobia	Case	3a	-0.219794423180341	0.427371520014833	0.607046759121717	Case3a	0.900341290112355	69	34
Staphylococcus.sp..CAG.324	Case	3a	0.912526545886839	1.80665914020885	0.613495204536399	Case3a	0.900341290112355	69	11
unknown.Faecalibacterium	Case	2a	0.199172855935932	0.383961743232205	0.603948346358988	Case2a	0.900341290112355	69	54
unknown.Lactobacillales	Case	2a	0.194066933563289	0.383085469146234	0.612443138659775	Case2a	0.900341290112355	69	26
Bacteroides.sp.._C.fragilis_ovatus_	Case	3a	-0.137169892418246	0.275370121405888	0.618392995599466	Case3a	0.901679172354529	69	57
Ruminococcus.bicirculans	Case	3a	0.313447475827273	0.626397671865348	0.616795610266039	Case3a	0.901679172354529	69	41
Clostridium.sp..CAG.306	Case	2a	0.349924027980597	0.707379318457265	0.620828390026038	Case2a	0.902708689675743	69	11
Hungatella.hathewayi	Case	3a	0.287682120120876	0.589459078144979	0.625518490659881	Case3a	0.907001811456828	69	16
Actinomyces.dentalis	Case	2a	0.402711724195611	0.922879242087538	0.66257230299691	Case2a	0.907776226153246	69	7
Actinomyces.dentalis	Case	3a	0.406695543486898	0.922177338370849	0.659200956592266	Case3a	0.907776226153246	69	7
Actinomyces.naeslundii	Case	3a	-0.405500815289698	0.914995262221924	0.657640907094009	Case3a	0.907776226153246	69	6
Akkermansia.muciniphila	Case	2a	-0.434596923554623	0.98055964113435	0.657611570993937	Case2a	0.907776226153246	69	30
Alistipes.inops	Case	2a	-0.384624233144796	0.79921162306335	0.630335592353813	Case2a	0.907776226153246	69	29
Azospirillum.sp..CAG.239	Case	3a	-0.25400101483493	0.563771915489463	0.6523221212192	Case3a	0.907776226153246	69	14
Bifidobacterium.ruminantium	Case	2a	-0.886173173970656	1.92440600455016	0.645163260051648	Case2a	0.907776226153246	69	8
Clostridium.sp..CAG.230	Case	3a	-0.376625617250717	0.858641212815952	0.660929805885385	Case3a	0.907776226153246	69	11
Clostridium.sp..CAG.678	Case	3a	-1.256239884626	2.74452441509863	0.647149384090103	Case3a	0.907776226153246	69	6
Coprococcus.catus	Case	2a	0.101809896464427	0.218564724915504	0.641350648596664	Case2a	0.907776226153246	69	49
Dialister.invisus	Case	3a	-0.222857057153016	0.461495882366217	0.629165671593537	Case3a	0.907776226153246	69	29
Holdemania.massiliensis	Case	3a	0.405458703620419	0.912870767322136	0.656928474745164	Case3a	0.907776226153246	69	7
Lactococcus.lactis	Case	2a	-0.229441842898258	0.500957129144577	0.64694745371509	Case2a	0.907776226153246	69	46
Streptococcus.thermophilus	Case	3a	-0.243142420055765	0.528854816088802	0.645693750695448	Case3a	0.907776226153246	69	54
X_Clostridium_.spiroforme	Case	2a	-0.314812585208517	0.658580013170543	0.632637950795854	Case2a	0.907776226153246	69	15
X_Eubacterium_.sulci	Case	3a	0.405462214946566	0.912822452908089	0.656908698617001	Case3a	0.907776226153246	69	13
candidatus.Alistipes.marseilloanorexicus	Case	3a	0.17363732785865	0.379363018997345	0.647162544358584	Case3a	0.907776226153246	69	34
uncultured.Eubacterium.sp.	Case	3a	-0.161323171663372	0.356238936445683	0.650656010360047	Case3a	0.907776226153246	69	39
unknown.Bacteroidales	Case	3a	0.127842993422958	0.279432046065014	0.647304418470101	Case3a	0.907776226153246	69	54
unknown.Prevotella	Case	3a	-0.344632789201501	0.768240621268043	0.653720190120417	Case3a	0.907776226153246	69	26
unknown.Synergistaceae	Case	3a	0.405464058178712	0.91347823772529	0.657137784177547	Case3a	0.907776226153246	69	6
Lachnospiraceae.bacterium.1_4_56FAA	Case	3a	-0.355158859392877	0.818540947154035	0.66436643399894	Case3a	0.907851514522112	69	18
Bacteroides.plebeius	Case	2a	0.16541753406579	0.385251201755937	0.667649778950661	Case2a	0.909956095593329	69	8
Holdemanella.biformis	Case	3a	-0.177479220472507	0.423703163103123	0.675306526152978	Case3a	0.917994808989205	69	29
Clostridiales.bacterium.VE202.09	Case	3a	-0.473522844764148	1.13862291231113	0.677502733038274	Case3a	0.918588121158387	69	6
Clostridium.sp..CAG.217	Case	3a	-0.276268710568769	0.668805799966244	0.67954974299909	Case3a	0.918976595454728	69	21
Actinomyces.sp.._C.ICM58_oral.taxon.172_	Case	2a	0.186648501432937	0.467601252302558	0.689774076701696	Case2a	0.92058875286639	69	30
Bifidobacterium.longum._C_	Case	3a	0.12179455851361	0.306741087610365	0.691323354642959	Case3a	0.92058875286639	69	50
Merdibacter.massiliensis	Case	2a	0.210037819160974	0.516996461878943	0.684547541594398	Case2a	0.92058875286639	69	19
X_Clostridium_.innocuum._C.Clostridioides.difficile_	Case	3a	-0.187773647438862	0.472567226849583	0.691110847934147	Case3a	0.92058875286639	69	28
unknown.Butyricicoccus	Case	3a	0.0945665952656869	0.23170812475643	0.683179635580069	Case3a	0.92058875286639	69	67
unknown.Eggerthellaceae	Case	3a	0.100399660863161	0.251338171014013	0.689553954187403	Case3a	0.92058875286639	69	34
Actinomyces.graevenitzii	Case	2a	-0.206141906614141	0.527453100235109	0.695926526176854	Case2a	0.922293009902455	69	17
Desulfovibrio.piger	Case	3a	0.304930230014524	0.780790170676831	0.696136869543232	Case3a	0.922293009902455	69	8
Alistipes.inops	Case	3a	0.343650027772339	0.900654478693213	0.702790802343106	Case3a	0.927404412876587	69	29
Alistipes.putredinis	Case	2a	-0.0926331894159007	0.259306446187588	0.72091631583178	Case2a	0.927404412876587	69	37
Atopobium.parvulum._C_	Case	2a	-0.218832773753468	0.59707502486285	0.713986043481201	Case2a	0.927404412876587	69	15
Azospirillum.sp..CAG.239	Case	2a	-0.196112653037587	0.556441825748085	0.724507909421881	Case2a	0.927404412876587	69	14
Bacteroides.eggerthii	Case	3a	0.333787028386714	0.878974411650278	0.704133960740666	Case3a	0.927404412876587	69	17
Bifidobacterium.dentium._C_	Case	2a	-0.212872009942403	0.581674040165209	0.714391616093134	Case2a	0.927404412876587	69	13
Phascolarctobacterium.sp..CAG.207	Case	3a	-0.115168928885533	0.327221091063771	0.724867816961011	Case3a	0.927404412876587	69	22
Streptococcus.sanguinis._C_	Case	3a	-0.287682063536187	0.802291367608593	0.719912644837409	Case3a	0.927404412876587	69	8
Streptococcus.vestibularis	Case	3a	-0.244772954513437	0.659634644882731	0.710582767685811	Case3a	0.927404412876587	69	22
Veillonella.sp..oral.taxon.158	Case	3a	-0.297256602466105	0.823482388852998	0.718118093142881	Case3a	0.927404412876587	69	16
X_Ruminococcus_.torques	Case	2a	0.147654266550416	0.416410577232507	0.722898136385114	Case2a	0.927404412876587	69	52
uncultured.Clostridium.sp.	Case	3a	0.148518653453366	0.401852025853234	0.711691409385253	Case3a	0.927404412876587	69	34
unknown.Burkholderiales	Case	3a	-0.215192729188103	0.607712392870835	0.72326175834271	Case3a	0.927404412876587	69	20
unknown.Eggerthellaceae	Case	2a	0.0905930658517615	0.248591038091067	0.715539838465762	Case2a	0.927404412876587	69	34
Bacteroides.clarus	Case	3a	0.281807706580686	0.840306199700082	0.737351186757682	Case3a	0.933681118771549	69	13
Blautia.producta	Case	3a	-0.215968374371643	0.635359510202761	0.733920366569022	Case3a	0.933681118771549	69	15
Veillonella.dispar	Case	3a	0.328554265274769	0.973062398568557	0.735627154576461	Case3a	0.933681118771549	69	15
unknown.Erysipelotrichaceae	Case	3a	-0.140434907231168	0.415226796053466	0.735203030438466	Case3a	0.933681118771549	69	14
unknown.Lachnospiraceae	Case	3a	0.100668249953219	0.3018060568218	0.738717053740708	Case3a	0.933681118771549	69	65
Bacteroides.thetaiotaomicron._C_	Case	3a	-0.128679987355043	0.388719971719537	0.740617909428495	Case3a	0.93382258145332	69	56
Odoribacter.splanchnicus	Case	3a	-0.0614379292434212	0.193286187763597	0.750591207761785	Case3a	0.941230867889389	69	58
Roseburia.sp..40_7	Case	3a	-0.232445644253744	0.737266504543389	0.752548800466088	Case3a	0.941230867889389	69	25
Streptococcus.sp.._C.I.G2_I.P16_	Case	2a	0.336467840252347	1.07261196314429	0.753756359488347	Case2a	0.941230867889389	69	7
unknown.Dehalococcoidales	Case	2a	0.396474511447853	1.25683030403154	0.752415543669576	Case2a	0.941230867889389	69	11
unknown.cellular.organisms	Case	3a	-0.291787662694389	0.937068369372477	0.755509068286694	Case3a	0.941230867889389	69	10
Akkermansia.muciniphila	Case	3a	-0.274742323141186	0.955074421514971	0.7736025109238	Case3a	0.941827544184438	69	30
Bacteroides.finegoldii	Case	2a	-0.170405124253567	0.586088462335181	0.771242653698365	Case2a	0.941827544184438	69	8
Bifidobacterium.adolescentis	Case	3a	-0.192351754207306	0.672225795705245	0.774769682763382	Case3a	0.941827544184438	69	37
Clostridium.sp..AT4	Case	3a	-0.162328479116636	0.592621656632858	0.784149272172357	Case3a	0.941827544184438	69	15
Clostridium.sp..CAG.302	Case	3a	-0.345270749049725	1.26474652818025	0.784856286820365	Case3a	0.941827544184438	69	7
Parasutterella.excrementihominis._C_	Case	3a	0.0965223071437114	0.332028579925046	0.771277088177328	Case3a	0.941827544184438	69	22
Pseudoflavonifractor.capillosus	Case	3a	-0.230359152936853	0.782231827503094	0.768383794672036	Case3a	0.941827544184438	69	15
Roseburia.intestinalis	Case	2a	-0.166333806255333	0.589384990339596	0.77777797922938	Case2a	0.941827544184438	69	46
Sutterella.sp..CAG.351	Case	3a	-0.206912552900709	0.683749306849017	0.762183553350547	Case3a	0.941827544184438	69	6
X_Clostridium_.innocuum._C.Clostridioides.difficile_	Case	2a	0.134349189951779	0.480869265645081	0.779946939466623	Case2a	0.941827544184438	69	28
unknown.Butyricicoccus	Case	2a	-0.0654585605001485	0.232857476377005	0.778626046849062	Case2a	0.941827544184438	69	67
unknown.Collinsella	Case	2a	0.137198923277348	0.500095683265194	0.783819239673511	Case2a	0.941827544184438	69	18
unknown.Lentisphaerae	Case	2a	0.13712914053014	0.457880560284256	0.764568714257769	Case2a	0.941827544184438	69	14
unknown.Massiliomicrobiota	Case	3a	-0.154148072410653	0.556349174340318	0.781725795626913	Case3a	0.941827544184438	69	8
unknown.Roseburia	Case	3a	-0.162421160243206	0.579089454887456	0.779111718355303	Case3a	0.941827544184438	69	49
unknown.Sutterella	Case	3a	-0.0924048496919095	0.307885769587518	0.764080242047376	Case3a	0.941827544184438	69	20
Streptococcus.vestibularis	Case	2a	-0.190609374290825	0.709922706490941	0.788319757105943	Case2a	0.943814021122252	69	22
Granulicatella.adiacens	Case	2a	0.133531384289478	0.517562835770095	0.796406649760601	Case2a	0.946980116571831	69	12
Parasutterella.excrementihominis._C_	Case	2a	-0.0867906026781236	0.335537726970946	0.795896632216417	Case2a	0.946980116571831	69	22
