Feature	Prevalence_percentage	Mean_abundance	Signal	Effect_1_2	Effect_1_3	Effect_2_3	EffectSize_1_2	EffectSize_1_3	EffectSize_2_3	Null_time_model_q	Post-hoc_q_1_2	Post-hoc_q_1_3	Post-hoc_q_2_3
6_CD161- CCR6- CXCR3- % of CD25+ CD4+	99.435	0.542	NS	NS	NS	NS	-0.0689655172413793	0.137931034482759	0.293103448275862	0.354524042774567	0.360257195926747	0.360257195926747	0.169371133429181
6_CD161- CCR6- CXCR3- CD25+ % of CD4+	99.435	0.03	NS	NS	NS	NS	-0.155172413793103	-0.155172413793103	0.137931034482759	0.28412379270073	0.116165643046493	0.222943402437956	0.52704042114142
0_ TCRgd+ % of CD3+	99.435	0.067	NS	NS	NS	NS	0.0689655172413793	0.0517241379310345	-0.310344827586207	0.46205206763285	0.82970298184687	0.272789259525507	0.272789259525507
0_IL17a- IFNg+ TCRgd+ % ofCD3+	99.435	0.017	NS	NS	NS	NS	-0.275862068965517	-0.155172413793103	0.172413793103448	0.153876913902439	0.0352953597234335	0.139727645288716	0.398402988586888
0_IL17a+ IFNg+ TCRgd+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.0517241379310345	0.103448275862069	0.0172413793103448	0.943347774927114	0.781408039343485	0.781408039343485	0.781408039343485
0_IL17a+ IFNg-  TCRgd+ %_of_CD3+	99.435	0.001	OK_nrc	Enriched	NS	Decreased	0.0689655172413793	0.0689655172413793	-0.0862068965517241	0.07378812848	0.0148383717909382	0.539276979441297	0.039384676221171
0_IL17a- IFNg- TCRgd+ % of CD3+	99.435	0.05	NS	NS	NS	NS	0.172413793103448	0.0517241379310345	-0.344827586206897	0.2662436096	0.300482067338563	0.300482067338563	0.0863320293095379
0_IL17a- IFNg+ % of TCRgd+ CD3+	99.435	0.273	NS	NS	NS	NS	-0.310344827586207	-0.120689655172414	0.241379310344828	0.203187955841584	0.0527569211238143	0.383574107863045	0.20431383248138
0_IL17a+ IFNg+ % of TCRgd+ CD3+	99.435	0.004	NS	NS	NS	NS	-0.0862068965517241	0.0344827586206897	0	0.905888221621622	0.873243267962588	0.873243267962588	0.873243267962588
0_IL17a+ IFNg- % of TCRgd+ CD3+	99.435	0.015	NS	NS	NS	NS	0.0862068965517241	0.0862068965517241	0	0.203300849411765	0.0775864509062383	0.644398913431594	0.114323948480876
0_IL17a- IFNg- % of TCRgd+ CD3+	99.435	0.701	NS	NS	NS	NS	0.206896551724138	0.137931034482759	-0.258620689655172	0.27975006	0.101511701901674	0.421747563468355	0.287721846837591
0_IL17a- IL22+ TCRgd+ % of CD3+	99.435	0.003	NS	NS	NS	NS	0.0344827586206897	-0.0689655172413793	-0.172413793103448	0.480677056338028	0.454997075744216	0.318771219166788	0.454997075744216
0_IL17a+ IL22+ TCRgd+ % of CD3+	99.435	0	NS	NS	NS	NS	0.0344827586206897	0	-0.189655172413793	0.958969878186969	0.999353499764902	0.999353499764902	0.999353499764902
0_IL17a+ IL22- TCRgd+ % of CD3+	99.435	0.001	NS	NS	NS	NS	0.0517241379310345	-0.0689655172413793	0.0344827586206897	0.436348717412935	0.298509068736905	0.626516746110569	0.35960593438279
0_IL17a- IL22- TCRgd+ % of CD3+	99.435	0.063	NS	NS	NS	NS	0.155172413793103	0.0689655172413793	-0.275862068965517	0.477933778199052	0.855848599969007	0.2786114992965	0.2786114992965
0_IL17a- IL22+ % of TCRgd+ CD3+	99.435	0.056	NS	NS	NS	NS	-0.0344827586206897	-0.0344827586206897	0.103448275862069	0.612161636440678	0.522015265619154	0.521534410265068	0.661907219608171
0_IL17a+ IL22+ % of TCRgd+ CD3+	99.435	0.003	NS	NS	NS	NS	0.0344827586206897	-0.0344827586206897	-0.0344827586206897	0.905351540785498	0.840141860218113	0.840141860218113	0.840141860218113
0_IL17a+ IL22- % of TCRgd+ CD3+	99.435	0.017	NS	NS	NS	NS	0	0.0689655172413793	0.0689655172413793	0.713096842264151	0.606989748034727	0.606989748034727	0.743293764414701
0_IL17a- IL22- % of TCRgd+ CD3+	99.435	0.919	NS	NS	NS	NS	-0.0517241379310345	0.0517241379310345	-0.0172413793103448	0.800979312413793	0.821266651342532	0.682417352895996	0.682417352895996
1_CD3+ % of PBMCs	99.435	0.566	NS	NS	NS	NS	-0.103448275862069	0.0689655172413793	0.103448275862069	0.23719426962963	0.178476161584993	0.475425391918743	0.0742369678226542
1_CD4+ CD8- % of CD3+	99.435	0.607	OK_nrc	Decreased	NS	Enriched	-0.362068965517241	0.0862068965517241	0.413793103448276	0.0422334916969697	0.0338178099411079	0.33994579760166	0.00416472970618013
1_CD4- CD8+ % of CD3+	99.435	0.327	OK_nrc	Enriched	NS	Decreased	0.293103448275862	-0.137931034482759	-0.275862068965517	0.0883485578947368	0.0358530967482066	0.626797673754733	0.0194267107496718
1_CD4- CD8- % of CD3+	99.435	0.041	OK_nrc	NS	Decreased	Decreased	0.172413793103448	-0.206896551724138	-0.344827586206897	0.0208714546315789	0.121040116837936	0.0480594197470415	0.000832196752376119
1_CD4+ CD8+ % of CD3+	99.435	0.02	NS	NS	NS	NS	0.344827586206897	-0.0689655172413793	-0.275862068965517	0.261561407258065	0.179917012214103	0.570511411346798	0.102999652832911
1_CD4+ CD8+ % of PBMCs	99.435	0.011	NS	NS	NS	NS	0.241379310344828	0.0517241379310345	-0.172413793103448	0.354524042774567	0.216655339309163	0.756008983817027	0.216655339309163
1_CD4+ CD8- % of PBMCs	99.435	0.345	OK_nc	Decreased	NS	Enriched	-0.344827586206897	0.120689655172414	0.275862068965517	0.0537490209189189	0.0389923055552092	0.357802848067274	0.00573097195006525
1_CD4- CD8+ % of PBMCs	99.435	0.186	NS	NS	NS	NS	0.155172413793103	0.0344827586206897	0	0.911184826706231	0.784237926334641	0.784237926334641	0.784237926334641
1_CD4- CD8- % of PBMCs	99.435	0.024	NS	NS	NS	NS	0.0172413793103448	-0.0172413793103448	-0.206896551724138	0.1449699168	0.733287995991478	0.0503933819032443	0.0412159938601029
Monocyetes % of viable	99.435	0.182	OK_nrc	NS	Decreased	Decreased	0	-0.172413793103448	-0.310344827586207	0.0208714546315789	0.115398769136452	0.0493858457338168	0.000800804807928986
1_CD4bright CD8dim % of CD4+ CD8+ CD3+	99.435	0.418	NS	NS	NS	NS	-0.0172413793103448	-0.0344827586206897	0.0517241379310345	0.958969878186969	0.854155033886184	0.854155033886184	0.854155033886184
1_CD4dim CD8bright % of CD4+ CD8+ CD3+	99.435	0.577	NS	NS	NS	NS	0.0172413793103448	0.0689655172413793	-0.0689655172413793	0.958969878186969	0.840294585260301	0.840294585260301	0.840294585260301
1_CD4bright CD8dim  CD4+ CD8+ % of CD3+	99.435	0.011	NS	NS	NS	NS	0.155172413793103	-0.103448275862069	-0.275862068965517	0.221428701142857	0.285756570506804	0.300369743617074	0.0586888045138766
1_CD4dim CD8bright CD4+ CD8+ % of CD3+	99.435	0.009	NS	NS	NS	NS	0.258620689655172	0.103448275862069	-0.103448275862069	0.637247933064516	0.529344954822879	0.730680366359105	0.529344954822879
1_CD4bright CD8dim CD4+ CD8+ CD3+ % of PBMCs	99.435	0.006	NS	NS	NS	NS	0.206896551724138	-0.103448275862069	-0.155172413793103	0.1449699168	0.0573016190531995	0.701284185103555	0.0425908336105779
1_CD4dim CD8bright CD4+ CD8+ CD3+ % of PBMCs	99.435	0.005	NS	NS	NS	NS	0.327586206896552	0.258620689655172	0.0172413793103448	0.709707960606061	0.541753598028606	0.541753598028606	0.821616081496889
1_CD19+ % of PBMCs	99.435	0.095	OK_nrc	NS	NS	Enriched	-0.224137931034483	0.206896551724138	0.413793103448276	0.07378812848	0.0825453557722401	0.272446893826552	0.0088193961521754
1_ CD11c+ CD14+ % of CD3- CD19-	99.435	0.514	NS	NS	NS	NS	-0.103448275862069	-0.310344827586207	-0.0344827586206897	0.122610128615385	0.970022711034393	0.0266093706860711	0.0266093706860711
1_CD11c+ CD14+ CD3- CD19- % of PBMCs	99.435	0.188	OK_nrc	NS	NS	Decreased	0	-0.172413793103448	-0.344827586206897	0.0208714546315789	0.0977871394960979	0.0614141097339215	0.000820453945721451
2_CD25higfh CD127low % of CD4+	99.435	0.027	NS	NS	NS	NS	-0.0172413793103448	-0.275862068965517	-0.275862068965517	0.800979312413793	0.677114074327121	0.677114074327121	0.677114074327121
2_FoxP3+ % of CD25high CD127low CD4+	99.435	0.784	NS	NS	NS	NS	0.0172413793103448	0	-0.0172413793103448	0.473457166666667	0.306254638775319	0.459574198903293	0.459574198903293
2_FoxP3- % of CD25high CD127low CD4+	99.435	0.159	NS	NS	NS	NS	0.0344827586206897	0.0344827586206897	0	0.991179119473684	0.963216547006659	0.963216547006659	0.963216547006659
2_FoxP3- CD45RA+ % of CD25high CD127 low CD4+	99.435	0.034	NS	NS	NS	NS	0	0.224137931034483	-0.0517241379310345	0.958969878186969	0.828478079643122	0.828478079643122	0.828478079643122
2_FoxP3+  CD45RA+ % of CD25high CD127 low CD4+	99.435	0.108	NS	NS	NS	NS	0.206896551724138	0.241379310344828	0.241379310344828	0.528548222727273	0.31960727639399	0.31960727639399	0.848587372507432
2_FoxP3+ CD45RA- % of CD25high CD127 low CD4+	99.435	0.673	NS	NS	NS	NS	0.103448275862069	-0.0517241379310345	-0.224137931034483	0.757835300729927	0.606258002777377	0.606258002777377	0.606258002777377
2_FoxP3- CD45RA+ CD25high CD127 low % of CD4+	99.435	0.001	NS	NS	NS	NS	-0.120689655172414	-0.0689655172413793	-0.120689655172414	0.775079786330935	0.972576010486504	0.534912391729857	0.534912391729857
2_FoxP3+ CD45RA+ CD25high CD127 low % of CD4+	99.435	0.003	NS	NS	NS	NS	0.120689655172414	-0.0689655172413793	0.137931034482759	0.883250174153846	0.705436178670306	0.705436178670306	0.705436178670306
2_FoxP3+ CD45RA- CD25high CD127 low % of CD4+	99.435	0.02	NS	NS	NS	NS	-0.0172413793103448	-0.224137931034483	-0.344827586206897	0.827459005844156	0.976577553231437	0.65981240625416	0.65981240625416
2_FoxP3- CD39+ % of CD25high CD127low CD4+	99.435	0.073	NS	NS	NS	NS	0.172413793103448	-0.0689655172413793	-0.189655172413793	0.92184049	0.775156516211709	0.775156516211709	0.775156516211709
2_FoxP3+ CD39+ % of CD25high CD127low CD4+	99.435	0.465	NS	NS	NS	NS	0.120689655172414	0.0517241379310345	-0.0344827586206897	0.709707960606061	0.588891853293815	0.588891853293815	0.588891853293815
2_FoxP3+ CD39- % of CD25high CD127low CD4+	99.435	0.317	NS	NS	NS	NS	-0.155172413793103	0.0689655172413793	0.172413793103448	0.709707960606061	0.634908841721566	0.634908841721566	0.634908841721566
2_FoxP3- CD39+ CD25high CD127low % of CD4+	99.435	0.002	NS	NS	NS	NS	0.120689655172414	-0.172413793103448	-0.448275862068966	0.433427132	0.850428077707799	0.244404155893183	0.244404155893183
2_FoxP3+ CD39+ CD25high CD127low % of CD4+	99.435	0.013	NS	NS	NS	NS	0.206896551724138	-0.0172413793103448	-0.293103448275862	0.354524042774567	0.460356064375186	0.366396323440965	0.175894922072207
2_FoxP3+ CD39- CD25high CD127low % of CD4+	99.435	0.01	NS	NS	NS	NS	-0.0689655172413793	-0.155172413793103	-0.0862068965517241	0.957247506936416	0.815723071377504	0.815723071377504	0.815723071377504
2_FoxP3- CD31+ % of CD25high CD127low CD4+	99.435	0.008	NS	NS	NS	NS	-0.0344827586206897	0.0517241379310345	-0.0172413793103448	0.351622203947368	0.18824672085678	0.219148422282449	0.706603745314216
2_FoxP3+ CD31+ % of CD25high CD127low CD4+	99.435	0.055	NS	NS	NS	NS	0.0344827586206897	0.0172413793103448	-0.0689655172413793	0.666234619685039	0.866817144349928	0.459283677997427	0.459283677997427
2_FoxP3+ CD31- % of CD25high CD127low CD4+	99.435	0.727	NS	NS	NS	NS	0.103448275862069	0.0862068965517241	0.0689655172413793	0.743473772693727	0.637953029956074	0.637953029956074	0.637953029956074
2_FoxP3+ CD31- CD25high CD127low % of CD4+	99.435	0.021	NS	NS	NS	NS	0.0517241379310345	-0.189655172413793	-0.206896551724138	0.800979312413793	0.955853124709827	0.594343253174629	0.594343253174629
2_FoxP3- CD31+ CD25high CD127low % of CD4+	99.435	0	NS	NS	NS	NS	-0.0517241379310345	-0.0689655172413793	-0.0517241379310345	0.361992854945055	0.234698287274328	0.234698287274328	0.771991683633558
2_FoxP3+ CD31+ CD25high CD127low % of CD4+	99.435	0.002	NS	NS	NS	NS	-0.172413793103448	-0.206896551724138	-0.155172413793103	0.69169471171875	0.7283623459917	0.591054532034852	0.591054532034852
2_CD39+ CD45RA- % of CD25high CD127low CD4+	99.435	0.491	NS	NS	NS	NS	0.120689655172414	-0.224137931034483	-0.120689655172414	0.930342292082111	0.907166574068404	0.991109751944814	0.907166574068404
2_CD39+ CD45RA+ % of CD25high CD127low CD4+	99.435	0.047	NS	NS	NS	NS	0.310344827586207	0.120689655172414	0.224137931034483	0.248921252631579	0.0798434882346163	0.0798434882346163	0.928450277501201
2_CD39- CD45RA+ % of CD25high CD127low CD4+	99.435	0.095	NS	NS	NS	NS	-0.103448275862069	0.155172413793103	0.275862068965517	0.901027463829787	0.839019094770215	0.839019094770215	0.839019094770215
2_CD39- CD45RA+ CD25high CD127low % of CD4+	99.435	0.003	NS	NS	NS	NS	-0.103448275862069	-0.0517241379310345	0.224137931034483	0.966521756666667	0.847630263417569	0.847630263417569	0.847630263417569
2_CD39+ CD45RA- CD25high CD127low % of CD4+	99.435	0.014	NS	NS	NS	NS	0.0517241379310345	-0.189655172413793	-0.293103448275862	0.351622203947368	0.68751055763806	0.203673917622995	0.177759634575792
2_CD39+ CD45RA+ CD25high CD127low % of CD4+	99.435	0.001	NS	NS	NS	NS	0.327586206896552	0.0517241379310345	-0.0689655172413793	0.364051134408602	0.208648884274963	0.541699029099885	0.361829158472307
2_CD39- CD31+ % of CD25high CD127low CD4+	99.435	0.029	NS	NS	NS	NS	0	-0.206896551724138	-0.0344827586206897	0.637247933064516	0.722662871932521	0.516472888321405	0.516472888321405
2_CD39+ CD31- % of CD25high CD127low CD4+	99.435	0.5	NS	NS	NS	NS	0.293103448275862	0.0172413793103448	-0.155172413793103	0.642431924302789	0.567331691022446	0.567331691022446	0.567331691022446
2_CD39+ CD31+ % of CD25high CD127low CD4+	99.435	0.038	NS	NS	NS	NS	-0.0517241379310345	0.0172413793103448	0.172413793103448	0.854621536677116	0.759374218484021	0.759374218484021	0.945188019994935
2_CD39+ CD31- CD25high CD127low % of CD4+	99.435	0.014	NS	NS	NS	NS	0.137931034482759	-0.189655172413793	-0.344827586206897	0.28412379270073	0.473001902380034	0.243522166256165	0.107527537332654
2_CD39- CD31+ CD25high CD127low % of CD4+	99.435	0.002	NS	NS	NS	NS	-0.241379310344828	-0.206896551724138	-0.137931034482759	0.693263261478599	0.952772832061366	0.447118752753624	0.447118752753624
2_CD39+ CD31+ CD25high CD127low % of CD4+	99.435	0.001	NS	NS	NS	NS	0	-0.0172413793103448	-0.0862068965517241	0.695070597692308	0.688416556897802	0.631408544681782	0.631408544681782
2_CD31+ CD45RA- % of -CD25high CD127low CD4+	99.435	0.044	NS	NS	NS	NS	0.137931034482759	-0.189655172413793	-0.172413793103448	0.351877926797386	0.757555637219912	0.195465486180685	0.195465486180685
2_CD31+ CD45RA+ % of -CD25high CD127low CD4+	99.435	0.021	NS	NS	NS	NS	-0.103448275862069	0.0517241379310345	0	0.961729745505618	0.97259481958218	0.97259481958218	0.97259481958218
2_CD31- CD45RA+ % of -CD25high CD127low CD4+	99.435	0.119	NS	NS	NS	NS	0.0689655172413793	0.155172413793103	0.241379310344828	0.582550335087719	0.315507263027009	0.315507263027009	0.973662255223489
2_CD31+ CD45RA- CD25high CD127low % of CD4+	99.435	0.002	NS	NS	NS	NS	0.0689655172413793	-0.206896551724138	-0.206896551724138	0.354524042774567	0.533725751580807	0.167930887196989	0.295486388180223
2_CD31- CD45RA+ CD25high CD127low % of CD4+	99.435	0.003	NS	NS	NS	NS	-0.0172413793103448	0.0344827586206897	0.0344827586206897	0.902569226666667	0.85820969685447	0.938167171634263	0.85820969685447
2_CD31+ CD45RA+ CD25high CD127low % of CD4+	99.435	0	NS	NS	NS	NS	-0.0689655172413793	-0.120689655172414	-0.0344827586206897	0.906725659523809	0.995652734986506	0.842274235251331	0.842274235251331
3_CD4high % of PBMCs	99.435	0.357	NS	NS	NS	NS	-0.275862068965517	-0.137931034482759	0.275862068965517	0.107012873650794	0.0181634763637676	0.394155631571349	0.086526084851833
3_HLA-DR+ % of CD4dim/-	99.435	0.469	NS	NS	NS	NS	-0.103448275862069	0	0.172413793103448	0.989218368817204	0.926026079889763	0.926026079889763	0.926026079889763
3_HLA-DR+  CD4dim/- % of PBMCs	99.435	0.31	NS	NS	NS	NS	-0.0689655172413793	0.172413793103448	0.0344827586206897	0.716207635338346	0.657523669778972	0.711351590094734	0.657523669778972
3_CD14- CD16- % of HLA-DR+ CD4dim/-	99.435	0.407	OK_nrc	Decreased	NS	Enriched	-0.103448275862069	0.241379310344828	0.344827586206897	0.01237761366	0.0252983649054635	0.111824781174722	0.000291242071456833
3_CD14- CD16- HLA-DR+ % of  CD4dim/-	99.435	0.177	OK_nrc	NS	Enriched	Enriched	-0.172413793103448	0.206896551724138	0.517241379310345	0.0129516405454545	0.0858462608083491	0.039454073736	0.00033532011540428
3_CD14- CD16- HLA-DR+  CD4dim/- % of PBMCs	99.435	0.113	OK_nrc	NS	Enriched	Enriched	-0.103448275862069	0.224137931034483	0.344827586206897	0.0583229307804878	0.390012218247114	0.0413227002888238	0.00725804907086805
3_CD11c+ % of CD14- CD16- HLA-DR+  CD4dim/-	99.435	0.112	NS	NS	NS	NS	0.310344827586207	-0.0689655172413793	-0.379310344827586	0.267892992222222	0.0913695504264077	0.378163337356276	0.291615527831473
3_CD11c+ CD14- CD16- % of HLA-DR+  CD4dim/-	99.435	0.04	NS	NS	NS	NS	0.0689655172413793	0.0689655172413793	-0.206896551724138	0.354524042774567	0.206616545683612	0.206310950282594	0.726886071911961
3_CD11c+ CD14- CD16- HLA-DR+  % of CD4dim/-	99.435	0.017	NS	NS	NS	NS	0.0689655172413793	0.155172413793103	0.0689655172413793	0.237492834495413	0.116903539938469	0.0867929871955101	0.654639078257158
3_CD11c+ CD14- CD16- HLA-DR+  CD4dim/- % of PBCMs	99.435	0.011	NS	NS	NS	NS	0.224137931034483	0.206896551724138	-0.0689655172413793	0.153876913902439	0.0389805983254332	0.0389805983254332	0.915398677827292
3_CD123+ % of CD14- CD16- HLA-DR+  CD4dim/-	99.435	0.029	OK_nrc	Enriched	NS	Decreased	0.241379310344828	-0.0344827586206897	-0.396551724137931	0.0412117003225806	0.0130473252159495	0.63009896337318	0.00617672086085471
3_CD123+ CD14- CD16- % of HLA-DR+  CD4dim/-	99.435	0.011	NS	NS	NS	NS	0.241379310344828	0.120689655172414	-0.206896551724138	0.29800984964539	0.141711288296642	0.643014471266065	0.19087209473884
3_CD123+ CD14- CD16- HLA-DR+  % of CD4dim/-	99.435	0.005	NS	NS	NS	NS	0.206896551724138	0	-0.137931034482759	0.220601326923077	0.0565588304514874	0.238075188414289	0.238075188414289
3_CD123+ CD14- CD16- HLA-DR+  CD4dim/- % of PBCMs	99.435	0.003	NS	NS	NS	NS	0.327586206896552	0.206896551724138	-0.172413793103448	0.153788848101266	0.0285175601943469	0.20713817171941	0.20713817171941
3_HLA-DR- % of CD4dim/-	99.435	0.525	NS	NS	NS	NS	0.103448275862069	0	-0.172413793103448	0.989218368817204	0.926026405724241	0.926026405724241	0.926026405724241
3_HLA-DR-CD4dim/- % of PBMCs	99.435	0.327	NS	NS	NS	NS	0.310344827586207	0.0689655172413793	-0.224137931034483	0.354524042774567	0.180022660521241	0.613266944825487	0.256621485361545
3_HLA-DR+ CD16+/HLA-DR- CD16- % of PBMCs	99.435	0.912	NS	NS	NS	NS	-0.155172413793103	0.137931034482759	0.155172413793103	0.237718808363636	0.12913609948196	0.641331415556254	0.0912899322821811
3_CD14low CD16+ % of HLA-DR+ CD16+/HLA-DR- CD16-	99.435	0.01	NS	NS	NS	NS	0.0689655172413793	0.120689655172414	0.0344827586206897	0.780875155871886	0.626031067371988	0.626031067371988	0.626031067371988
3_CD14low CD16+ HLA-DR+ CD16+/HLA-DR- CD16-% of PBMCs	99.435	0.009	NS	NS	NS	NS	0	0.103448275862069	0.0344827586206897	0.821258764238411	0.717018167603251	0.717018167603251	0.717018167603251
3_CD14lhi CD16+ % of HLA-DR+ CD16+/HLA-DR- CD16-	99.435	0.022	NS	NS	NS	NS	0.103448275862069	0.0344827586206897	0.0517241379310345	0.473457166666667	0.84733945464555	0.26903064689567	0.26903064689567
3_CD14lhi CD16+ HLA-DR+ CD16+/HLA-DR- CD16-% of PBMCs	99.435	0.02	NS	NS	NS	NS	0.103448275862069	0.0689655172413793	0.0689655172413793	0.480677056338028	0.916670833369261	0.252802147374735	0.252802147374735
3_CD14lhi CD16- % of HLA-DR+ CD16+/HLA-DR- CD16-	99.435	0.218	OK_nrc	NS	NS	Decreased	-0.137931034482759	-0.206896551724138	-0.172413793103448	0.0951001322580645	0.477977449484648	0.0572472322432268	0.0174910762131397
3_CD14lhi CD16- HLA-DR+ CD16+/HLA-DR- CD16-% of PBMCs	99.435	0.201	NS	NS	NS	NS	-0.137931034482759	-0.206896551724138	-0.206896551724138	0.1449699168	0.582962661718363	0.0678362698620958	0.0338410546054266
4_CD56dim CD16 high % of CD56+ CD3-	99.435	0.342	NS	NS	NS	NS	-0.551724137931034	-0.137931034482759	0.362068965517241	0.155079237727273	0.0453001338629035	0.612134556955854	0.081190836888847
4_CD56dim CD16high CD56+ CD3- % of PBMCs	99.435	0.034	NS	NS	NS	NS	-0.258620689655172	-0.0689655172413793	-0.0172413793103448	0.29800984964539	0.89007468338032	0.119120018397486	0.119120018397486
4_CD56dim CD16- % of CD3-	99.435	0.547	OK_nrc	Enriched	NS	Decreased	0.413793103448276	0.0689655172413793	-0.482758620689655	0.0223954619090909	0.00510468533262787	0.69727771850293	0.00320682561071132
4_CD56dim CD16- CD3- % of PBMCs	99.435	0.053	OK_nrc	Enriched	NS	Decreased	0.482758620689655	-0.137931034482759	-0.551724137931034	0.0169705901142857	0.00445982866225112	0.574160870081005	0.00151259976717004
4_CD56 high CD16- % of CD56+ CD3-	99.435	0.101	NS	NS	NS	NS	0	0.241379310344828	0.241379310344828	0.122610128615385	0.403058458916669	0.0895401816225576	0.0228302659054953
4_CD56 high CD3- % of PBMCs	99.435	0.009	NS	NS	NS	NS	0.275862068965517	0.172413793103448	-0.0517241379310345	0.612161636440678	0.433454038402003	0.433454038402003	0.798417739646766
4_CD56+ CD3+ % of PBMCs	99.435	0.07	NS	NS	NS	NS	0.0689655172413793	-0.275862068965517	-0.310344827586207	0.23719426962963	0.17995717004793	0.480598549678353	0.0766159691534873
4_CD8- CD4+ % of CD56+ CD3+	99.435	0.182	NS	NS	NS	NS	0.103448275862069	0.0689655172413793	-0.0689655172413793	0.528548222727273	0.301663887528096	0.301663887528096	0.905055584630777
4_CD8- CD4+ CD56+ CD3+ % of PBMCs	99.435	0.018	NS	NS	NS	NS	0	-0.0689655172413793	-0.362068965517241	0.541386918918919	0.324449647889445	0.930589392491164	0.324449647889445
4_CD8+ CD4+ % of CD56+ CD3+	99.435	0.054	NS	NS	NS	NS	0.0689655172413793	-0.120689655172414	-0.0689655172413793	0.836532975316456	0.781882093131564	0.781882093131564	0.781882093131564
4_CD8+ CD4+ CD56+ CD3+ % of PBMCs	99.435	0.004	NS	NS	NS	NS	0.206896551724138	-0.0862068965517241	-0.310344827586207	0.123401511515152	0.179455015822409	0.179455015822409	0.0185113606191435
4_CD8+ CD4- % of CD56+ CD3+	99.435	0.613	NS	NS	NS	NS	-0.224137931034483	0.0344827586206897	0.120689655172414	0.800979312413793	0.627481875678635	0.627481875678635	0.627481875678635
4_CD8+ CD4- CD56+ CD3+ % of PBMCs	99.435	0.04	OK_nrc	NS	NS	Decreased	0.0689655172413793	-0.155172413793103	-0.293103448275862	0.0883485578947368	0.064277715727123	0.421452313702319	0.0151748344603395
4_CD8- CD4- % of CD56+ CD3+	99.435	0.145	NS	NS	NS	NS	-0.137931034482759	-0.137931034482759	0.0172413793103448	0.501943001869159	0.439737054458053	0.339735104607735	0.439737054458053
4_CD8- CD4- CD56+ CD3+ % of PBMCs	99.435	0.007	OK_nrc	NS	Decreased	Decreased	0.0517241379310345	-0.206896551724138	-0.206896551724138	0.0412117003225806	0.835690670079883	0.00729455166127903	0.00705640967486345
4_TCRgd+ % of CD4- CD8- CD3+	99.435	0.45	OK_nrc	NS	NS	Decreased	0.155172413793103	-0.206896551724138	-0.396551724137931	0.0951001322580645	0.417871013822003	0.0699674239322916	0.0164686966064183
4_TCRgd+ CD4- CD8- % of CD3+	99.435	0.02	OK_nrc	NS	Decreased	Decreased	0.293103448275862	-0.189655172413793	-0.482758620689655	0.00815167945	0.133161565695217	0.0140096471394984	0.000161637273431082
4_CD56high CD16- % of CD3-	99.435	0.026	NS	NS	NS	NS	0.120689655172414	0.0517241379310345	0.0689655172413793	0.906725659523809	0.907117632619496	0.907117632619496	0.907117632619496
4_CD56dim CD16- % of CD3-.1	99.435	0.145	OK_nrc	Enriched	NS	Decreased	0.655172413793103	-0.275862068965517	-0.517241379310345	0.0001140488504	4.70177091505717e-05	0.574111869008803	9.17842823734878e-06
4_CD56high CD16+ % of CD3-	99.435	0.009	NS	NS	NS	NS	-0.206896551724138	0	0.224137931034483	0.547477625	0.298734874403136	0.94650667366759	0.298734874403136
4_CD56dim CD16+ % of CD3-	99.435	0.208	NS	NS	NS	NS	0	-0.137931034482759	-0.0689655172413793	0.155079237727273	0.824840990026091	0.0503030824826336	0.0503030824826336
4_CD56- CD16+ % of CD3-	99.435	0.055	NS	NS	NS	NS	0.0862068965517241	0.0689655172413793	-0.0172413793103448	0.719479249070632	0.562850666893586	0.562850666893586	0.562850666893586
4_CD56high CD16- CD3- % of PBMCs	99.435	0.026	NS	NS	NS	NS	0.120689655172414	0.0517241379310345	0.0689655172413793	0.906725659523809	0.907117632619496	0.907117632619496	0.907117632619496
4_CD56dim CD16- CD3- % of PBMCs2	99.435	0.145	OK_nrc	Enriched	NS	Decreased	0.655172413793103	-0.275862068965517	-0.517241379310345	0.0001140488504	4.70177091505717e-05	0.574111869008803	9.17842823734878e-06
4_CD56high CD16+ CD3-  % of PBMCs	99.435	0.009	NS	NS	NS	NS	-0.206896551724138	0	0.224137931034483	0.547477625	0.298734874403136	0.94650667366759	0.298734874403136
4_CD56dim CD16+ CD3- % of PBMCs	99.435	0.208	NS	NS	NS	NS	0	-0.137931034482759	-0.0689655172413793	0.155079237727273	0.824840990026091	0.0503030824826336	0.0503030824826336
4_CD56- CD16+ CD3- % of PBMCs	99.435	0.055	NS	NS	NS	NS	0.0862068965517241	0.0689655172413793	-0.0172413793103448	0.719479249070632	0.562850666893586	0.562850666893586	0.562850666893586
8_GMCSF- IL-2+ % of IL-17+ CD3+	99.435	0.094	NS	NS	NS	NS	0	-0.137931034482759	-0.0172413793103448	0.780875155871886	0.665316708842622	0.665316708842622	0.665316708842622
8_GMCSF+ IL-2+ % of IL-17+ CD3+	99.435	0.027	NS	NS	NS	NS	-0.258620689655172	-0.137931034482759	0.0689655172413793	0.46205206763285	0.289939275942511	0.465153443437533	0.465153443437533
8_GMCSF+ IL-2- % of IL-17+ CD3+	99.435	0.031	NS	NS	NS	NS	-0.0344827586206897	-0.0172413793103448	-0.0344827586206897	0.693658549612403	0.489090845958589	0.873074298260755	0.489090845958589
8_GMCSF- IL-2- % of IL-17+ CD3+	99.435	0.842	NS	NS	NS	NS	0.172413793103448	0.275862068965517	0	0.821258764238411	0.659294565081593	0.659294565081593	0.659294565081593
