Feature	Prevalence_percentage	Mean_abundance	Signal	Effect_1_2	Effect_1_3	Effect_2_3	EffectSize_1_2	EffectSize_1_3	EffectSize_2_3	Null_time_model_q	Post-hoc_q_1_2	Post-hoc_q_1_3	Post-hoc_q_2_3
8_TNFa- IL-2- IL-17- CD4+ CD3+ /ul	98.305	683.112	NS	NS	NS	NS	0	0.107142857142857	0.25	0.219690575	0.324830367637088	0.324830367637088	0.0928710722273305
8_TNFa+ IL-2- IL-17- CD4+ CD3+ /ul	98.305	123.859	OK_nrc	Decreased	NS	Enriched	-0.357142857142857	-0.0357142857142857	0.428571428571429	0.00103768055625	0.000320332156307377	0.915474608648869	0.000320332156307377
8_TNFa+ IL-2+ IL-17- CD4+ CD3+ /ul	97.175	22.569	NS	NS	NS	NS	-0.25	0.107142857142857	0.107142857142857	0.460153939655172	0.282362342480709	0.939146420500051	0.282362342480709
8_TNFa- IL-2+ IL-17- CD4+ CD3+ /ul	98.305	17.403	NS	NS	NS	NS	-0.214285714285714	0.0357142857142857	0.142857142857143	0.269930277108434	0.129617742826603	0.895996261193582	0.129617742826603
8_TNFa- IL-5- IL-17- CD4+ CD3+ /ul	98.305	484.873	NS	NS	NS	NS	-0.0714285714285714	0.0357142857142857	0.25	0.278723142857143	0.3572998608084	0.3572998608084	0.14415016436168
8_TNFa+ IL-5- IL-17- CD4+ CD3+ /ul	98.305	83.767	OK_nc	Decreased	NS	Enriched	-0.357142857142857	0	0.357142857142857	0.0057904933125	0.00210418268142606	0.826257968038195	0.00268672368235476
8_TNFa+ IL-5+ IL-17- CD4+ CD3+ /ul	98.305	52.371	OK_nrc	Decreased	NS	Enriched	-0.321428571428571	0.0714285714285714	0.321428571428571	0.0027688275	0.00335474802395501	0.429779680477047	0.000559284970139671
8_TNFa- IL-5+ IL-17- CD4+ CD3+ /ul	98.305	225.96	NS	NS	NS	NS	0.0357142857142857	0.0714285714285714	0.285714285714286	0.284376382978723	0.327171035484185	0.327171035484185	0.151510770024554
8_IL-10- IL-2- IL-17- CD4+ CD3+ /ul	98.305	777.678	OK_nrc	Decreased	NS	Enriched	-0.178571428571429	-0.0357142857142857	0.392857142857143	0.0192992504545455	0.0224889012279153	0.444713727738518	0.0054889996320441
8_IL-10+ IL-2- IL-17- CD4+ CD3+ /ul	98.305	29.864	OK_nrc	NS	NS	Enriched	-0.142857142857143	0.178571428571429	0.392857142857143	0.0213602566666667	0.118915910721668	0.118915910721668	0.00390785912897924
8_IL-10+ IL-2+ IL-17- CD4+ CD3+ /ul	94.35	2.01	OK_nrc	Decreased	NS	Enriched	-0.357142857142857	0.0357142857142857	0.232142857142857	0.041669428125	0.0351109848682276	0.580377172668466	0.0174876610579868
8_IL-10- IL-2+ IL-17- CD4+ CD3+ /ul	98.305	37.361	NS	NS	NS	NS	-0.25	0.0357142857142857	0.25	0.1798109625	0.13477328276999	0.56573612203245	0.0782145704926234
8_GMCSF- IL-2- IL-17- CD4+ CD3+ /ul	98.305	795.674	OK_nrc	Decreased	NS	Enriched	-0.214285714285714	0.0357142857142857	0.392857142857143	0.018281978	0.0257051836521276	0.37359220842149	0.00429522608782494
8_GMCSF+ IL-2- IL-17- CD4+ CD3+ /ul	98.305	16.228	NS	NS	NS	NS	-0.0357142857142857	0.107142857142857	0.214285714285714	0.587990847826087	0.710940853122717	0.52903890502614	0.52903890502614
8_GMCSF+ IL-2+ IL-17- CD4+ CD3+ /ul	94.35	5.286	NS	NS	NS	NS	-0.0892857142857143	0.0892857142857143	0.25	0.264536518518519	0.203809627342675	0.603252450371996	0.145126698301175
8_GMCSF- IL-2+ IL-17- CD4+ CD3+ /ul	98.305	29.779	NS	NS	NS	NS	-0.214285714285714	0	0.214285714285714	0.339795	0.185365349299726	0.929299434022318	0.185365349299726
5_CD25+  CD4+ CD8- CD3+ /ul	97.74	38.182	OK_nc	Decreased	NS	NS	-0.357142857142857	-0.321428571428571	0.142857142857143	0.00743138175	0.000811627821546533	0.0826105483209914	0.0826105483209914
5_CD24- CD45RO- CD25+ CD4+ CD8- CD3+ /ul	83.616	2.429	OK_nrc	Decreased	NS	NS	-0.232142857142857	-0.0535714285714286	0.178571428571429	0.0736063556603773	0.0196477194051642	0.222401235621494	0.207934942525152
5_CD24+ CD45RO- CD25+ CD4+ CD8- CD3+ /ul	50.847	0.34	NS	NS	NS	NS	-0.125	0.0535714285714286	0.214285714285714	0.587990847826087	0.672938411117831	0.571242515065632	0.571242515065632
5_CD24+ CD45RO+ CD25+ CD4+ CD8- CD3+ /ul	88.701	3.458	NS	NS	NS	NS	-0.107142857142857	-0.0714285714285714	0.0535714285714286	0.750440947674419	0.878137875809847	0.730523938991717	0.730523938991717
5_CD24- CD45RO+ CD25+ CD4+ CD8- CD3+ /ul	97.74	31.964	OK_nrc	Decreased	NS	NS	-0.25	-0.285714285714286	-0.107142857142857	0.0799543526785714	0.0366090367417585	0.0578987913057999	0.685267062138872
5_CD62L- CD45RO- CD25+ CD4+ CD8- CD3+ /ul	78.531	0.851	NS	NS	NS	NS	0.0357142857142857	-0.0714285714285714	0.0892857142857143	0.680136303797468	0.664894941153373	0.664894941153373	0.664894941153373
5_CD62L+ CD45RO- CD25+ CD4+ CD8- CD3+ /ul	78.531	1.889	OK_nc	Decreased	NS	Enriched	-0.321428571428571	0.0178571428571429	0.285714285714286	0.0192992504545455	0.00478663681951345	0.439817540061434	0.0271928029034621
5_CD62L+ CD45RO+ CD25+ CD4+ CD8- CD3+ /ul	97.175	20.156	OK_nc	Decreased	NS	Enriched	-0.339285714285714	-0.178571428571429	0.214285714285714	0.0106436772	0.00164453541291292	0.217140533505428	0.039743216069777
5_CD62L- CD45RO+ CD25+ CD4+ CD8- CD3+ /ul	97.74	15.296	NS	NS	NS	NS	-0.142857142857143	-0.357142857142857	-0.321428571428571	0.152720162903226	0.187296101384088	0.0537120424315178	0.378460037080781
5_CD25- CD4+ CD8- CD3+ /ul	98.305	811.621	OK_nrc	Decreased	NS	Enriched	-0.25	0	0.357142857142857	0.00743138175	0.015907016820203	0.267745469170369	0.00113191267108495
5_CD24- CD45RO- CD25- CD4+ CD8- CD3+ /ul	98.305	246.81	OK_nrc	NS	NS	Enriched	-0.214285714285714	0.214285714285714	0.321428571428571	0.07387107	0.111264956972591	0.351106988378434	0.0236407469050741
5_CD24+ CD45RO- CD25- CD4+ CD8- CD3+ /ul	91.525	24.566	NS	NS	NS	NS	-0.178571428571429	0.0714285714285714	0.482142857142857	0.198638541891892	0.686627117790113	0.12228685845889	0.099825219418994
5_CD24+ CD45RO+ CD25- CD4+ CD8- CD3+ /ul	95.48	38.395	NS	NS	NS	NS	0.0535714285714286	-0.0535714285714286	0.25	0.5737074	0.492551273228933	0.492551273228933	0.492551273228933
5_CD24- CD45RO+ CD25- CD4+ CD8- CD3+ /ul	98.305	501.786	NS	NS	NS	NS	-0.0357142857142857	-0.107142857142857	0.0357142857142857	0.808423133522727	0.809902466578744	0.809902466578744	0.809902466578744
5_CD62L- CD45RO- CD25- CD4+ CD8- CD3+ /ul	98.305	77.546	NS	NS	NS	NS	0.357142857142857	0.0714285714285714	-0.0714285714285714	0.198638541891892	0.111762765908277	0.127286848268158	0.741555854447825
5_CD62L+ CD45RO- CD25- CD4+ CD8- CD3+ /ul	97.175	185.994	OK_nrc	Decreased	NS	Enriched	-0.321428571428571	0.142857142857143	0.642857142857143	3.8291435e-05	0.000722932056656461	0.10244159225042	2.93358002728939e-06
5_CD62L+ CD45RO+ CD25- CD4+ CD8- CD3+ /ul	98.305	187.37	OK_nrc	Decreased	Enriched	Enriched	-0.214285714285714	0.25	0.535714285714286	0.00134400413333333	0.0363272033866484	0.0361372494466417	8.32113200784709e-05
5_CD62L- CD45RO+ CD25- CD4+ CD8- CD3+ /ul	98.305	360.692	NS	NS	NS	NS	-0.0714285714285714	-0.107142857142857	-0.178571428571429	0.578077795454546	0.811722159408653	0.445528793986812	0.445528793986812
5_CD4high CD8dim /ul	98.305	11.314	NS	NS	NS	NS	-0.142857142857143	0.107142857142857	0	0.808423133522727	0.939975242551354	0.772029977143448	0.772029977143448
5_CD24- CD4high CD8dim /ul	98.305	10.071	NS	NS	NS	NS	0.0178571428571429	-0.0357142857142857	-0.214285714285714	0.315129074257426	0.474128245426743	0.367243254235514	0.190583637635817
5_CD24+ CD4high CD8dim /ul	95.48	1.244	NS	NS	NS	NS	-0.285714285714286	0.0892857142857143	0.25	0.284376382978723	0.228665202350184	0.637912533747	0.184993361493712
5_CD24- CD45RO+ CD8+ CD4- CD3+ /ul	98.305	127.997	NS	NS	NS	NS	-0.107142857142857	-0.0357142857142857	0.178571428571429	0.49569172983871	0.516599566020282	0.516599566020282	0.409803780866609
5_CD62L+ CD45RO- CD8+ CD4- CD3+ /ul	98.305	47.505	OK_nrc	Decreased	NS	Enriched	-0.428571428571429	0.178571428571429	0.642857142857143	1.7216394e-05	1.62621221253823e-05	0.677170575345339	8.2278212377286e-06
5_CD62L+ CD45RO+ CD8+ CD4- CD3+ /ul	98.305	24.782	OK_nrc	NS	NS	Enriched	-0.285714285714286	0.107142857142857	0.321428571428571	0.0213602566666667	0.0787732200691765	0.179155967658074	0.00419260984695108
5_CD62L- CD45RO+ CD8+ CD4- CD3+ /ul	98.305	106.482	NS	NS	NS	NS	-0.214285714285714	-0.0714285714285714	0.107142857142857	0.682512065625	0.587536844352872	0.890922008094686	0.587536844352872
5_CD24+ CD45RO+ CD8+ CD4- CD3+ /ul	98.305	2.676	OK_nrc	NS	Enriched	Enriched	-0.0357142857142857	0.25	0.285714285714286	0.07387107	0.822194451953431	0.0357346045942507	0.0357346045942507
5_CD24+ CD45RO- CD8+ CD4- CD3+ /ul	98.305	40.082	OK_nrc	NS	NS	Enriched	-0.285714285714286	0.0714285714285714	0.428571428571429	0.0260812309756098	0.0549751859570119	0.288824802538661	0.00639455686199033
5_CD24- CD45RO- CD8+ CD4- CD3+ /ul	98.305	178.159	NS	NS	NS	NS	-0.0714285714285714	-0.25	-0.142857142857143	0.816673693820225	0.850875957675022	0.850875957675022	0.850875957675022
5_CD62L- CD45RO- CD8+ CD4- CD3+ /ul	98.305	170.123	NS	NS	NS	NS	0	-0.142857142857143	0	0.604418017605634	0.590269795942473	0.590269795942473	0.714112756189409
6_CD161+ CCR6+ CXCR3- CD25- CD4+ /ul	97.74	50.054	NS	NS	NS	NS	-0.357142857142857	-0.214285714285714	0.0714285714285714	0.278723142857143	0.174261614294432	0.174261614294432	0.819973099873464
6_Th17/Th1	98.87	0.793	NS	NS	NS	NS	-0.137931034482759	-0.137931034482759	0.0344827586206897	0.587990847826087	0.585670693330393	0.614361566256702	0.614361566256702
6_Th17/Treg	98.87	1.308	NS	NS	NS	NS	0.0344827586206897	-0.206896551724138	-0.103448275862069	0.560187081395349	0.486701977096153	0.486701977096153	0.486701977096153
6_Th1/Treg	99.435	2.293	NS	NS	NS	NS	0.206896551724138	-0.0689655172413793	-0.517241379310345	0.194409952941176	0.105825629522952	0.758499032460711	0.105825629522952
5_CD4_Tem/Tcm	99.435	3.367	OK_nc	NS	NS	Decreased	0.206896551724138	-0.379310344827586	-0.448275862068966	0.00809913423913043	0.06761055400584	0.06761055400584	0.000993000752546207
5_CD4_Teff/Tn	98.305	1.035	OK_nrc	Enriched	NS	Decreased	0.375	-0.107142857142857	-0.428571428571429	0.00743138175	0.00282162267042753	0.921332307521998	0.00282162267042753
5_CD4_Tem/Tn	98.305	9.72	OK_nrc	Enriched	NS	Decreased	0.392857142857143	-0.178571428571429	-0.428571428571429	0.00146611062	0.0118846789030208	0.109656207648931	0.000116651704475706
5_CD4_Tcm/Tn	98.305	2.095	NS	NS	NS	NS	0.214285714285714	-0.178571428571429	-0.214285714285714	0.704175490909091	0.576383900627482	0.990810871040004	0.576383900627482
5_CD8_Tem/Tcm	99.435	5.183	OK_nrc	NS	NS	Decreased	0.241379310344828	-0.172413793103448	-0.310344827586207	0.0219752772972973	0.10756924374105	0.10756924374105	0.00406101633064309
5_CD8_Teff/Tn	99.435	4.872	OK_nrc	Enriched	NS	Decreased	0.413793103448276	-0.206896551724138	-0.482758620689655	1.7216394e-05	1.14522755159143e-05	0.810821002331329	9.46640014241709e-06
5_CD8_Tem/Tn	99.435	3.323	OK_nrc	Enriched	NS	Decreased	0.482758620689655	-0.241379310344828	-0.448275862068966	0.0043648826	0.00260404932283654	0.664774009005236	0.00130479531628768
5_CD8_Tcm/Tn	99.435	0.679	NS	NS	NS	NS	0.275862068965517	0.0344827586206897	-0.0344827586206897	0.152720162903226	0.0540714789745105	0.444068536154604	0.163302786529648
5_CD4_Tem/Treg	98.87	11.69	OK_nrc	Enriched	NS	NS	0.403508771929825	0.0526315789473684	-0.333333333333333	0.0128102325	0.0019206859135842	0.137993605709886	0.0713718443015358
5_CD4_Tcm/Treg	98.87	6.012	OK_nrc	NS	Enriched	Enriched	0.0175438596491228	0.368421052631579	0.368421052631579	0.0027686425	0.28138661437567	0.000332388669109137	0.00667754813361206
5_CD4_Teff/Treg	98.87	2.613	OK_nrc	Enriched	Enriched	NS	0.508771929824561	0.192982456140351	-0.192982456140351	0.0004353219	3.79626537714217e-05	0.00156172875441536	0.236994026951059
7_Th17/Th1	99.435	0.253	NS	NS	NS	NS	-0.0689655172413793	-0.0344827586206897	-0.0344827586206897	0.680136303797468	0.542895600881107	0.542895600881107	0.956620963947987
7_Th17/2_Treg	93.22	0.307	NS	NS	NS	NS	-0.294117647058824	-0.176470588235294	0.0588235294117647	0.177074269047619	0.0586412024925305	0.254912374897334	0.254912374897334
6_Th17/2_Treg	92.655	2.373	NS	NS	NS	NS	-0.0196078431372549	-0.0980392156862745	0.137254901960784	0.648811396551724	0.647308775631731	0.647308775631731	0.647308775631731
7_Th1/2_Treg	93.22	2.111	NS	NS	NS	NS	-0.254901960784314	-0.0588235294117647	0.254901960784314	0.682512065625	0.685518748974163	0.773329806190979	0.685518748974163
6_Th1/2_Treg	93.22	4.33	NS	NS	NS	NS	0.176470588235294	-0.0196078431372549	-0.176470588235294	0.9938674	0.980475604253042	0.980475604253042	0.980475604253042
5_CD4_Tem/2_Treg	93.22	20.151	NS	NS	NS	NS	0.372549019607843	0.0588235294117647	-0.254901960784314	0.436502668141593	0.324320978667736	0.454510811737713	0.575660497525225
5_CD4_Teff/2_Treg	93.22	3.804	OK_nrc	Enriched	Enriched	NS	0.294117647058824	0.254901960784314	-0.137254901960784	0.0192992504545455	0.00710959279448564	0.00710959279448564	0.935235843561331
5_Tcm/2_Treg	93.22	8.35	OK_nrc	NS	Enriched	Enriched	-0.137254901960784	0.333333333333333	0.372549019607843	0.00103188512142857	0.208948175582607	0.00350115602744404	8.19342596741124e-05
